"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",3.1,2.1,2.2,0.2,0.6,1.4,1.1,1.6,1.0,1.7,2.6,1.0,1.0,1.0,0.9,1.3,1.3,1.2,2.2,2.0,1.6,1.0,1.0,1.5,1.8,1.1,0.9,1.0,0.9,1.2,1.3,0.9,0.8,0.6,0.7,0.5,0.4,0.4,0.5,0.5,0.6,1.0,0.6,0.6,0.6,0.9,0.4,0.9,0.6,0.4,0.5,0.7,0.2,0.2
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",2.1,4.8,1.4,-1.7,3.5,2.1,1.9,1.5,4.1,3.2,2.8,1.7,0.8,1.2,1.3,2.2,3.0,3.8,3.9,3.3,3.0,2.1,1.1,-1.0,1.0,0.6,1.8,3.1,2.2,0.8,1.0,1.1,2.7,2.8,2.8,2.1,2.0,1.8,1.3,1.3,2.4,1.7,1.1,0.3,0.6,0.9,0.7,0.6,0.2,0.7,0.7,0.6,0.1,0.4
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",0.7,0.6,-0.6,2.6,0.4,-1.0,-0.5,0.2,0.7,-0.3,0.4,-0.3,-0.4,-0.5,-0.1,-0.7,-0.7,-0.4,0.4,0.2,0.0,0.6,0.6,0.7,0.4,0.3,0.2,0.1,0.0,0.2,0.0,-0.2,-0.1,0.0,0.0,-0.2,0.0,0.1,0.0,-0.2,-0.2,-0.1,0.1,0.1,0.2,-0.2,-0.2,-0.3,-0.1,-0.1,-0.1,-0.2,-0.3,0.0
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",8.1,8.9,9.2,7.5,7.0,5.5,3.1,9.0,5.1,5.3,8.0,5.2,5.5,4.6,5.7,4.6,5.0,5.3,3.9,5.0,5.2,3.6,2.5,2.6,3.2,2.9,2.3,2.5,2.7,2.4,2.9,3.8,3.9,3.9,5.0,6.2,5.0,3.8,1.0,0.2,1.3,1.4,1.8,2.1,2.3,3.0,3.0,2.1,1.6,1.9,2.1,3.3,4.0,1.5
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",-0.7,2.1,2.4,-0.5,1.8,0.0,3.0,1.0,1.6,1.4,2.0,0.6,-0.6,0.0,0.2,0.6,0.2,0.2,0.3,0.0,0.4,1.0,1.5,0.8,0.5,0.9,1.0,0.3,0.5,1.5,0.6,0.8,0.5,0.2,1.0,0.5,1.1,0.5,0.4,0.6,0.9,0.6,0.3,0.0,0.3,0.0,-0.1,-0.3,0.2,-0.1,0.4,0.2,0.6,-0.1
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",1.9,2.2,1.5,-0.8,0.7,2.9,3.3,1.6,0.6,1.5,0.4,1.6,-0.1,0.4,-0.5,0.7,-0.2,0.3,-0.5,-0.2,-0.1,0.0,1.0,0.8,0.7,0.5,0.2,0.3,0.1,-0.2,-0.4,0.2,-0.4,0.9,0.7,0.7,0.6,0.0,0.3,0.4,0.6,0.2,-1.0,0.8,-0.4,-0.3,-0.7,-1.1,-0.7,-0.8,-0.5,-0.3,-0.4,-0.2
16180,"Carson City, NV (Metropolitan Statistical Area)",3.3,14.9,8.4,10.8,7.4,7.0,2.4,4.7,9.7,6.0,1.7,3.6,2.5,1.0,1.7,3.2,1.9,0.9,2.6,3.3,2.7,3.0,3.1,3.1,3.4,3.6,3.2,2.4,0.8,2.1,1.2,1.7,1.9,1.3,1.4,0.0,-1.0,-0.2,0.5,-0.3,-0.6,-0.1,-0.2,-0.6,1.1,0.5,0.8,1.1,1.6,1.6,0.7,0.1,-1.2,0.0
16220,"Casper, WY (Metropolitan Statistical Area)",1.2,1.4,1.9,-0.5,1.3,4.8,4.4,5.1,6.5,4.3,6.1,3.5,2.7,-1.0,-4.1,-2.2,-3.3,-6.7,-3.2,-1.3,-0.7,1.7,1.2,1.4,2.1,0.6,0.3,0.7,-0.2,0.2,0.5,0.6,0.9,1.0,1.2,1.3,1.3,2.2,1.8,2.1,0.3,1.2,2.8,3.2,0.3,0.9,-1.5,-1.8,-0.7,0.7,1.4,-0.8,-0.1,0.5
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",1.2,0.7,0.2,-0.5,0.4,1.0,0.7,-0.3,0.1,0.4,0.8,-0.5,-1.0,-1.0,-0.1,-0.5,-0.5,-0.1,0.9,1.0,0.8,1.1,1.6,1.4,1.3,1.6,0.7,1.1,0.8,1.3,1.1,0.9,0.8,0.5,0.8,0.9,0.9,1.3,1.1,0.5,0.6,1.1,0.4,0.4,0.7,0.9,0.8,1.0,0.6,0.5,0.3,-0.2,-0.1,0.0
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1.6,1.9,0.0,1.1,2.3,1.3,2.0,0.0,0.9,0.9,1.5,0.4,0.3,0.5,1.0,0.3,0.5,0.3,1.0,0.7,1.4,1.3,0.9,0.8,0.8,0.4,0.3,0.6,0.6,0.3,0.7,0.7,1.1,1.2,1.6,2.3,2.5,1.7,1.5,1.1,0.9,0.7,0.4,0.3,0.5,0.3,0.5,0.5,0.2,0.4,0.1,0.4,0.2,0.6
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1.5,0.7,-0.2,2.0,0.5,-0.8,1.6,0.9,0.5,-1.9,0.5,0.9,0.5,-0.7,0.2,0.2,0.9,0.3,0.3,-0.9,0.2,1.2,1.4,-1.7,-1.0,0.1,1.2,0.9,0.2,0.9,0.7,1.0,1.1,1.5,0.8,1.1,1.6,1.3,0.5,1.1,0.7,0.6,0.4,0.6,0.5,0.5,0.3,-0.1,-0.4,-0.4,-0.3,0.5,-0.2,-0.2
16620,"Charleston, WV (Metropolitan Statistical Area)",-0.1,0.5,0.2,-0.6,-0.3,1.7,1.0,1.2,1.0,0.6,0.6,0.1,-0.4,-0.7,-1.0,-1.4,-1.4,-1.1,-2.0,-1.5,-1.2,0.0,0.4,0.2,-0.3,0.1,-0.1,-0.3,-0.5,-0.5,-0.5,-0.7,-0.4,-0.1,-0.2,-0.7,-0.4,-0.2,-0.1,0.2,-0.2,-0.2,0.1,-0.3,-0.5,-0.9,-0.8,-1.3,-1.4,-1.0,-1.1,-1.1,-1.2,-0.7
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",0.8,2.5,2.6,2.4,4.2,3.0,3.5,1.2,2.5,1.8,2.0,2.7,1.8,1.7,1.4,0.4,2.5,2.0,0.5,2.0,1.2,2.9,1.2,0.3,-0.5,-1.4,-0.8,2.0,1.4,2.0,0.9,1.1,1.5,1.5,2.4,1.9,2.7,2.3,2.4,1.8,1.8,1.9,2.1,1.9,2.0,2.3,2.0,1.7,1.5,1.7,1.7,1.4,1.9,2.3
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2.6,1.9,2.0,1.5,1.0,0.4,0.7,1.0,1.7,1.8,2.4,1.4,1.4,0.8,1.6,1.9,1.4,1.9,1.9,1.7,2.2,2.3,1.7,2.2,2.4,2.6,2.7,2.8,2.8,2.8,2.5,2.3,2.1,1.9,2.1,2.9,3.8,3.8,3.1,2.0,1.2,1.4,1.6,1.7,1.7,1.9,2.1,2.0,1.6,1.6,1.6,1.4,1.7,1.8
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",1.0,1.6,5.2,3.0,2.7,4.4,1.5,0.8,1.0,1.4,0.9,1.5,0.8,0.7,0.8,1.8,0.0,1.9,1.8,2.1,2.4,1.7,1.7,2.2,1.8,1.6,1.9,1.9,2.0,2.2,1.9,1.6,1.5,1.2,1.2,2.0,1.8,1.4,1.6,1.1,1.0,1.0,1.0,0.7,1.3,1.2,1.2,1.2,0.7,0.7,0.4,0.7,0.3,0.5
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",0.7,2.2,1.7,2.1,0.9,0.7,1.1,1.3,1.2,1.8,0.9,0.7,-0.8,-0.9,0.2,0.1,0.1,1.1,0.9,0.2,-0.1,1.0,0.8,1.3,1.2,1.2,0.9,1.0,0.7,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.4,1.3,1.1,1.0,0.9,0.8,0.8,0.7,0.3,0.5,0.8,0.6,0.8,0.6,0.8,0.6,1.2,1.1
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1.8,2.3,3.5,4.1,3.7,-0.2,1.5,1.1,1.0,3.2,-0.3,1.7,1.4,2.5,0.6,-0.3,1.8,0.9,-0.8,-1.1,-0.7,1.1,2.5,2.2,1.8,0.8,0.8,0.2,0.2,0.6,1.0,0.9,0.8,1.0,1.6,0.4,1.3,1.0,1.6,1.5,2.0,0.4,2.3,1.1,0.4,1.0,1.0,0.6,0.7,0.6,0.8,0.1,0.0,0.2
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1.0,0.8,0.2,-0.1,0.1,0.2,0.3,0.4,0.3,-0.2,0.0,-0.2,0.1,0.0,0.3,0.1,0.1,0.3,0.2,0.4,0.6,1.2,1.3,1.2,1.1,1.0,1.0,0.9,1.0,1.0,0.9,0.6,0.4,0.3,0.3,0.2,0.2,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.1,0.0,0.0,-0.1,-0.1,-0.3,-0.8,-0.8,-0.2
17020,"Chico, CA (Metropolitan Statistical Area)",1.6,3.1,6.5,0.4,3.6,3.7,3.1,3.3,1.8,5.1,4.5,2.5,2.3,1.5,1.6,2.5,1.6,2.3,3.0,2.7,4.0,2.2,1.5,1.3,0.9,0.7,0.1,0.8,1.0,0.6,1.3,1.2,1.4,1.1,0.7,0.8,1.0,0.3,0.7,0.3,0.0,-0.1,0.3,0.2,0.7,0.4,0.6,1.0,0.6,-5.2,-2.8,-1.8,0.5,-0.1
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",0.9,0.5,-0.1,0.6,-0.1,-0.1,0.6,0.6,0.8,0.4,0.4,0.2,0.2,0.0,0.5,0.6,0.7,1.0,0.6,0.5,0.9,1.2,1.1,1.1,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.6,0.4,0.6,0.6,0.6,0.7,0.7,0.5,0.6,0.5,0.4,0.4,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.0,0.3,0.6
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",1.0,3.0,-0.9,10.6,3.3,-1.3,2.4,3.3,0.5,1.5,0.0,0.7,2.9,0.3,0.5,2.5,-0.3,0.6,1.2,1.4,2.3,-0.3,5.5,0.9,2.6,2.3,3.6,2.1,1.3,1.1,1.7,0.9,0.5,-0.1,2.1,3.7,-0.1,4.2,0.3,3.2,2.0,1.2,3.9,-0.4,1.7,1.4,0.5,2.0,2.2,1.7,1.8,2.2,2.0,1.5
17420,"Cleveland, TN (Metropolitan Statistical Area)",2.6,4.0,2.9,3.6,2.9,1.0,2.1,2.6,2.3,2.5,2.2,0.9,0.1,0.4,1.5,1.0,0.4,0.6,1.4,0.5,0.9,1.4,1.5,1.8,1.3,2.1,1.8,3.3,1.7,1.2,1.3,0.9,0.6,0.7,1.3,1.2,1.6,1.6,1.2,0.7,0.7,0.6,1.0,0.7,0.9,1.0,0.6,0.9,1.5,0.7,0.8,0.9,0.7,1.0
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",0.6,-0.3,-1.5,-0.5,-0.8,-0.4,-0.8,-0.3,-0.3,-1.0,-0.6,-0.5,-0.5,-0.2,-0.2,-0.5,-0.5,-0.3,-0.6,0.1,0.0,0.6,0.6,0.4,0.3,0.2,0.2,0.0,-0.1,-0.1,-0.1,-0.3,-0.3,-0.2,-0.4,-0.5,-0.6,-0.4,-0.3,-0.2,-0.2,-0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.4,-0.1
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",1.6,3.0,7.0,8.5,4.9,6.2,3.1,5.6,7.4,6.0,2.2,1.4,2.6,0.9,4.0,2.0,0.0,-0.9,1.1,1.3,4.0,5.0,4.9,6.5,6.5,5.3,4.2,3.6,2.6,3.5,3.0,1.9,1.9,2.5,3.9,4.1,2.8,2.5,2.1,1.3,1.1,1.7,1.0,1.4,2.0,2.1,2.6,3.0,2.5,2.8,3.2,4.2,1.8,0.9
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",6.7,2.8,6.2,5.4,4.9,-0.9,3.5,3.4,6.1,4.5,4.8,6.7,8.9,3.2,1.9,2.0,0.8,-1.1,-0.9,-0.3,0.7,1.7,2.8,4.1,1.9,1.6,1.0,2.2,1.9,1.6,1.9,1.4,2.0,2.2,1.6,2.1,2.7,1.9,2.7,3.0,1.9,0.9,1.2,1.6,2.1,3.2,1.6,1.8,0.9,1.3,1.3,1.4,1.9,1.3
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",4.1,5.1,7.7,7.9,1.6,0.0,-0.7,3.3,1.5,1.6,1.0,3.2,3.4,3.6,3.2,4.5,3.4,3.2,0.4,0.4,0.1,1.8,4.4,3.7,4.7,2.9,2.0,1.9,2.3,2.2,2.1,3.0,1.5,0.6,1.6,1.6,2.5,1.2,1.8,1.7,3.1,1.6,1.3,1.4,1.2,1.6,2.2,1.8,1.7,1.3,1.0,0.7,0.4,0.4
17860,"Columbia, MO (Metropolitan Statistical Area)",1.1,1.3,1.7,3.7,1.7,-2.2,3.6,1.3,2.0,0.7,2.9,1.1,0.5,0.3,1.1,0.1,1.1,0.9,1.6,1.3,1.1,1.8,2.0,2.2,1.9,2.1,2.0,1.8,1.1,1.0,1.3,1.3,1.6,1.4,1.5,2.1,2.4,1.7,1.2,1.4,1.4,1.7,1.4,1.2,0.9,0.9,1.0,0.9,0.6,0.7,0.6,1.0,0.8,0.9
17900,"Columbia, SC (Metropolitan Statistical Area)",3.0,3.8,1.7,2.5,3.8,1.4,1.2,2.2,1.2,1.8,1.6,1.1,0.5,1.1,1.0,0.5,1.4,0.8,0.9,1.2,1.4,2.1,1.6,1.7,1.4,1.6,1.6,1.8,1.8,1.5,1.5,1.5,1.1,1.5,2.1,1.3,2.3,2.2,2.1,1.8,1.3,0.7,0.7,0.8,0.8,1.1,0.8,0.8,0.7,0.7,0.6,0.9,1.2,1.2
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1.4,-0.4,-2.7,-3.6,2.7,2.0,2.1,-0.6,2.3,0.2,-0.1,-0.2,1.4,-0.6,0.4,0.6,0.6,0.4,-0.3,-0.3,0.5,-0.3,3.4,0.7,1.0,-0.4,0.1,0.4,-0.1,0.0,0.6,0.5,0.6,-2.2,2.1,0.6,1.0,-0.9,0.2,2.0,1.3,2.1,2.6,1.8,-0.6,-0.6,-1.0,-0.8,0.9,1.2,0.5,-0.8,-0.8,0.0
18020,"Columbus, IN (Metropolitan Statistical Area)",1.6,1.0,2.1,1.5,0.9,1.0,0.8,1.7,1.4,1.4,1.3,-1.0,-0.5,-0.4,-0.3,-0.3,-0.7,0.8,-0.1,0.0,0.8,1.5,1.0,1.4,1.4,1.7,0.9,0.8,1.0,0.5,1.6,0.5,-0.3,0.6,0.8,1.1,1.2,1.0,1.1,0.6,0.3,0.8,1.5,0.6,0.8,0.9,0.8,-0.2,0.5,0.9,0.2,0.6,0.8,0.7
18140,"Columbus, OH (Metropolitan Statistical Area)",2.2,1.9,0.9,1.0,1.2,1.0,0.2,1.0,0.6,0.5,-0.1,0.9,0.3,0.6,0.7,0.9,1.0,1.3,1.7,1.2,1.4,1.7,1.7,1.5,1.3,1.2,0.9,1.3,1.5,1.3,1.4,1.5,1.1,1.3,1.2,1.2,1.4,1.4,1.3,1.2,1.0,1.1,1.1,1.4,1.4,1.3,1.2,1.5,1.1,1.0,0.6,0.2,0.7,0.8
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",-0.3,2.8,2.7,-0.3,-0.4,1.9,1.9,0.4,0.6,2.0,2.2,1.6,3.2,2.1,0.4,0.1,1.0,-1.3,-0.8,-0.2,0.6,1.3,1.2,2.0,1.4,0.6,0.9,0.9,0.3,0.0,-0.2,-0.2,0.7,0.3,1.2,1.0,0.9,0.3,0.7,1.0,0.1,0.6,1.2,1.2,0.8,0.8,0.1,-0.3,-0.2,-0.1,0.2,0.2,-0.3,0.3
18700,"Corvallis, OR (Metropolitan Statistical Area)",4.8,1.8,9.5,-1.4,3.2,0.6,1.1,5.2,2.1,1.8,0.4,1.3,0.1,-1.8,-1.1,-0.3,-0.5,1.0,0.4,3.0,1.7,0.6,1.6,1.9,2.0,1.4,1.6,1.0,0.5,-0.9,0.0,0.3,2.2,0.1,-0.2,1.0,1.3,2.1,0.5,1.5,0.3,1.0,0.7,-0.4,1.4,1.5,2.0,2.3,0.8,0.9,0.4,1.2,1.4,0.1
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",4.6,2.9,4.6,1.9,1.4,6.3,0.3,2.6,1.1,2.2,0.3,2.5,2.9,3.8,3.4,3.5,3.1,2.9,1.8,1.7,1.4,3.2,3.1,3.0,2.6,2.0,1.9,1.8,0.9,1.1,1.5,1.4,2.4,1.4,3.0,1.5,0.8,-0.1,0.1,0.2,0.1,1.2,3.4,2.0,1.6,1.9,1.8,2.2,2.2,2.4,1.4,2.0,2.1,1.7
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",-0.7,0.6,1.6,-0.9,0.6,-0.7,-0.1,-0.3,-0.7,0.8,-0.1,0.1,-0.7,-1.1,-1.6,-1.1,-0.7,-0.4,-0.1,-0.1,-0.4,0.5,0.2,0.0,0.1,0.2,-0.3,0.0,0.3,-0.3,-0.6,-0.3,-0.1,0.0,0.2,-0.5,0.1,0.7,0.5,0.7,-0.1,-0.7,-1.0,-0.7,-0.9,-0.9,-0.6,-1.1,-0.8,-0.7,-0.9,-0.3,-0.4,0.0
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",4.0,1.8,0.6,2.2,2.8,1.8,2.6,1.9,2.4,2.9,3.8,2.7,3.6,3.4,3.5,4.1,3.8,2.2,1.2,1.5,2.3,2.5,2.1,2.2,2.4,2.5,2.8,3.1,3.1,2.9,2.6,2.7,2.0,1.7,1.6,1.9,2.9,2.3,2.1,2.1,1.7,1.8,2.0,1.6,2.0,2.2,2.1,1.9,1.6,1.5,1.6,1.4,2.2,1.9
19140,"Dalton, GA (Metropolitan Statistical Area)",4.6,4.0,3.4,4.6,3.1,-0.4,0.8,2.6,1.9,1.7,1.0,1.2,0.5,0.5,1.9,1.5,1.7,2.4,2.1,1.6,1.2,1.4,1.4,1.7,2.5,2.4,2.1,2.3,1.5,2.2,2.5,2.5,1.8,1.8,2.2,2.0,2.0,1.6,1.2,0.3,1.0,-0.1,-0.1,-0.3,0.2,0.5,0.3,0.1,0.0,0.1,-0.3,-0.1,0.6,0.8
19180,"Danville, IL (Metropolitan Statistical Area)",-0.1,0.4,0.4,0.2,-0.3,-0.1,0.6,-0.3,-0.1,-0.9,-1.9,-0.6,-1.7,-0.3,-0.7,-0.6,0.0,-0.7,-1.2,-1.2,-0.7,-0.2,0.0,-0.2,0.2,-1.5,-1.5,0.0,-0.3,-0.8,-0.5,-0.2,-0.4,-0.4,0.0,-0.3,0.0,-0.6,-0.4,-0.3,-0.1,-0.4,-0.8,-0.5,-1.1,-0.9,-1.0,-1.1,-1.4,-1.4,-1.2,-1.1,-1.5,-0.6
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",4.4,1.1,3.8,2.8,2.9,2.7,3.5,3.1,3.0,2.7,3.1,1.7,2.5,2.0,3.3,3.1,2.1,2.1,1.5,1.6,2.9,3.5,4.1,4.5,4.6,3.7,3.7,3.8,3.3,2.3,2.8,2.5,2.1,2.4,3.1,3.8,3.7,2.5,2.0,2.0,2.1,2.1,2.1,2.7,2.4,2.1,2.5,2.6,2.7,2.7,2.7,2.7,3.0,2.8
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1.0,0.4,0.2,0.7,1.6,1.4,0.7,0.4,0.5,0.3,0.2,0.2,-0.8,-1.3,-1.0,-1.6,-1.8,-1.5,-1.0,-0.4,-0.1,0.7,0.7,0.2,0.1,0.1,-0.1,0.1,0.1,0.3,-0.2,-0.3,-0.2,-0.2,-0.1,0.0,0.2,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.2,0.0,-0.2,-0.1,-0.2,0.0,-0.3,-0.6,-0.6,0.0
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1.0,-0.1,-0.3,-0.9,-0.9,-0.1,-0.5,-0.7,0.0,0.3,0.1,-0.1,-0.6,-0.4,0.3,0.4,0.3,0.6,0.8,0.0,0.2,0.7,0.6,0.3,-0.2,0.1,-0.2,-0.4,0.0,-0.4,-0.3,-0.2,0.0,0.1,0.1,-0.1,-0.2,-0.2,-0.2,-0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.2,0.0,-0.1,0.2
19460,"Decatur, AL (Metropolitan Statistical Area)",3.5,2.5,1.9,0.7,2.2,1.1,1.4,1.3,1.9,1.3,-0.3,-0.1,0.6,0.7,1.3,1.3,1.2,1.3,0.7,0.9,1.5,1.6,1.3,1.5,0.7,1.0,0.8,1.0,0.9,0.7,0.6,0.3,-0.1,0.6,0.0,0.7,0.8,0.8,0.8,0.9,0.5,0.3,0.1,-0.3,0.1,-0.1,0.1,0.0,0.3,0.5,0.3,0.0,0.6,0.8
19500,"Decatur, IL (Metropolitan Statistical Area)",0.1,0.3,0.0,1.3,0.7,1.1,0.4,1.3,0.8,0.0,-0.9,-0.7,-1.4,-1.2,-0.7,-0.8,-1.8,-1.8,-1.2,-1.1,-0.4,0.6,0.3,-0.3,-0.4,-0.2,-0.6,-0.7,-0.2,-0.3,-0.6,-0.8,-0.9,-0.9,-0.4,-0.1,-0.2,-0.1,-0.1,0.1,0.1,0.0,-0.4,-0.5,-0.9,-1.0,-0.9,-0.8,-0.8,-0.4,-0.8,-1.1,-1.2,-0.7
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2.0,4.0,4.3,7.6,6.4,3.6,2.3,3.3,3.8,5.7,4.5,4.2,3.8,3.5,3.5,3.8,3.8,4.2,4.3,4.0,5.0,3.0,2.4,2.3,2.3,1.8,1.6,2.2,1.7,1.6,1.8,1.9,2.2,2.5,3.3,3.1,2.8,1.8,0.2,-0.3,0.2,0.1,0.4,0.8,1.3,1.9,2.3,1.8,1.5,1.4,1.5,2.3,2.8,2.2
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2.2,3.3,3.7,3.5,1.2,1.8,2.4,2.1,3.5,3.0,2.0,2.5,2.9,2.4,1.4,1.4,0.9,0.4,-0.4,0.1,1.1,2.7,3.4,3.3,2.4,2.6,2.6,2.7,2.4,2.8,2.5,2.2,2.2,0.8,0.9,1.2,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.9,2.1,1.5,1.2,1.3,1.0,0.9,0.3,0.3,0.6
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",0.9,1.4,0.8,1.7,1.0,0.7,0.6,-0.1,0.5,0.1,0.4,0.1,-0.3,0.1,0.2,0.2,0.2,0.7,1.2,1.3,1.7,1.4,1.7,1.6,1.2,1.4,1.3,1.1,1.3,1.6,1.5,1.3,1.3,1.4,1.4,1.9,2.0,1.9,1.7,1.5,1.6,1.6,1.4,1.8,1.9,1.6,1.8,1.6,1.4,1.4,1.1,1.3,1.2,1.1
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",0.6,0.5,-0.1,-0.4,-0.3,-0.6,-0.7,-0.2,0.1,0.0,-0.4,-1.5,-1.2,-0.9,-0.1,0.3,0.6,0.5,-0.2,0.1,0.3,0.8,0.8,0.6,0.5,0.8,0.8,0.2,0.0,0.1,0.2,0.1,-0.1,-0.1,-0.2,-0.3,-0.5,-0.7,-0.9,-0.6,-0.4,0.2,0.4,0.3,0.3,0.2,0.3,0.3,0.2,0.1,-0.2,-0.4,-0.5,-0.1
20020,"Dothan, AL (Metropolitan Statistical Area)",1.3,2.2,4.0,2.6,5.0,2.5,1.6,1.1,1.6,0.8,0.8,0.9,0.4,-0.1,0.5,0.7,0.3,1.1,0.3,0.1,1.1,1.4,0.9,1.1,0.0,0.7,0.9,0.8,0.7,0.8,0.8,0.3,0.4,1.2,1.1,1.2,1.8,1.5,1.3,1.0,1.0,0.6,0.6,0.1,0.3,0.2,0.0,0.1,0.3,1.0,0.4,0.2,0.6,0.6
20100,"Dover, DE (Metropolitan Statistical Area)",2.4,4.8,3.3,0.9,0.8,1.6,2.1,1.9,2.1,0.9,-0.9,0.0,0.9,1.7,0.3,1.5,1.8,1.5,0.7,2.0,2.4,2.4,1.2,2.0,0.9,1.4,0.6,0.8,1.3,1.3,1.3,1.6,2.0,2.1,3.5,3.8,3.5,2.8,2.6,1.4,1.8,1.3,1.3,1.0,1.4,0.9,0.8,1.1,1.2,1.4,1.1,1.5,1.5,1.1
20220,"Dubuque, IA (Metropolitan Statistical Area)",0.7,1.0,1.1,1.0,0.1,0.9,1.1,-1.5,-0.6,-0.3,0.3,-0.4,-1.4,-1.8,-0.8,-0.6,-1.5,-0.7,0.3,-0.8,-0.2,0.6,0.8,0.7,0.4,0.3,0.2,-0.1,-0.2,0.2,0.3,-0.3,0.2,1.0,0.5,0.3,0.5,1.0,0.4,0.5,1.1,0.9,0.7,1.0,0.7,0.6,0.1,0.5,0.0,0.7,0.4,-0.5,-0.1,0.2
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",-1.8,0.8,-0.3,-1.1,-1.3,0.8,1.4,0.0,-0.3,0.5,0.1,-0.6,-1.0,-2.0,-2.0,-1.8,-1.6,-1.0,-0.7,0.2,0.5,0.5,0.6,0.2,0.2,-0.7,0.3,0.4,0.0,0.4,0.4,0.4,0.0,0.1,-0.1,-0.2,0.0,0.2,0.4,0.3,0.1,0.1,0.0,0.1,0.1,-0.1,0.0,0.0,0.2,0.0,-0.1,-0.2,0.1,0.4
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1.5,2.4,3.0,2.0,1.6,-0.3,1.4,2.0,1.0,1.6,1.2,1.0,1.0,1.2,1.5,1.8,2.6,1.9,1.8,1.8,1.9,2.1,2.3,2.6,2.0,2.2,2.0,2.3,2.2,1.8,1.5,2.2,1.7,1.1,1.1,1.5,2.1,2.4,2.3,2.0,1.3,1.1,1.6,1.5,1.5,1.4,1.7,1.2,1.9,1.1,0.3,1.7,1.1,1.0
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1.3,1.9,5.6,5.7,6.1,5.0,4.7,4.1,4.3,3.6,2.6,1.2,1.7,1.1,1.5,2.3,3.8,4.5,6.8,6.1,4.8,4.7,4.1,4.2,4.3,3.8,3.6,3.4,2.8,3.0,3.5,2.9,3.5,3.5,2.7,2.4,1.9,1.3,0.7,0.5,0.2,-0.1,-0.8,-0.8,-0.1,-0.6,-0.3,0.9,0.8,0.2,-0.1,0.2,-0.7,-0.8
